comp_id,comp_name,year,month,date_from,date_to,country_code,city,comp_type,disciplines
251,FINA/HOSA 10km Marathon Swimming World Cup 2016,2016,10,2016-10-08T16:00:00Z,2016-10-08T16:00:00Z,CHN,Chun'An,Marathon Swim World Series,OW
261,FINA/HOSA 10km Marathon Swimming World Cup 2016,2016,8,2016-08-13T05:00:00Z,2016-08-13T05:00:00Z,CAN,Lac Mégantic,Marathon Swim World Series,OW
264,FINA/HOSA 10km Marathon Swimming World Cup 2016,2016,7,2016-07-28T05:00:00Z,2016-07-28T05:00:00Z,CAN,Lac St-Jean,Marathon Swim World Series,OW
269,FINA/HOSA 10km Marathon Swimming World Cup 2016,2016,6,2016-06-17T23:00:00Z,2016-06-17T23:00:00Z,HUN,Balatonfured,Marathon Swim World Series,OW
283,FINA/HOSA 10km Marathon Swimming World Cup 2016,2016,2,2016-02-25T20:00:00Z,2016-02-25T20:00:00Z,UAE,Abu Dhabi,Marathon Swim World Series,OW
286,FINA/HOSA 10km Marathon Swimming World Cup 2016,2016,2,2016-02-07T03:00:00Z,2016-02-07T03:00:00Z,ARG,Patagones,Marathon Swim World Series,OW
297,FINA/HOSA 10km Marathon Swimming World Cup 2015,2015,10,2015-10-16T16:00:00Z,2015-10-16T16:00:00Z,HKG,Hong Kong,Marathon Swim World Series,OW
299,FINA/HOSA 10km Marathon Swimming World Cup 2015,2015,10,2015-10-10T16:00:00Z,2015-10-10T16:00:00Z,CHN,Chun'An,Marathon Swim World Series,OW
310,FINA/HOSA 10km Marathon Swimming World Cup 2015,2015,8,2015-08-08T05:00:00Z,2015-08-08T05:00:00Z,CAN,Lac Mégantic,Marathon Swim World Series,OW
313,FINA/HOSA 10km Marathon Swimming World Cup 2015,2015,7,2015-07-23T05:00:00Z,2015-07-23T05:00:00Z,CAN,Lac St-Jean,Marathon Swim World Series,OW
315,FINA/HOSA 10km Marathon Swimming World Cup 2015,2015,6,2015-06-27T00:00:00Z,2015-06-27T00:00:00Z,POR,Setubal,Marathon Swim World Series,OW
318,FINA/HOSA 10km Marathon Swimming World Cup 2015,2015,6,2015-06-19T23:00:00Z,2015-06-19T23:00:00Z,HUN,Balatonfured,Marathon Swim World Series,OW
324,FINA/HOSA 10km Marathon Swimming World Cup 2015,2015,5,2015-05-02T05:00:00Z,2015-05-02T05:00:00Z,MEX,Cozumel,Marathon Swim World Series,OW
329,FINA/HOSA 10km Marathon Swimming World Cup 2015,2015,4,2015-04-17T13:00:00Z,2015-04-17T13:00:00Z,FRA,Noumea,Marathon Swim World Series,OW
335,FINA/HOSA 10km Marathon Swimming World Cup 2015,2015,3,2015-03-12T20:00:00Z,2015-03-12T20:00:00Z,UAE,Abu Dhabi,Marathon Swim World Series,OW
339,FINA/HOSA 10km Marathon Swimming World Cup 2015,2015,2,2015-02-07T03:00:00Z,2015-02-07T03:00:00Z,ARG,Patagones,Marathon Swim World Series,OW
348,FINA 10km Marathon Swimming World Cup 2014,2014,10,2014-10-17T16:00:00Z,2014-10-17T16:00:00Z,HKG,Hong Kong,Marathon Swim World Series,OW
350,FINA 10km Marathon Swimming World Cup 2014,2014,10,2014-10-11T16:00:00Z,2014-10-11T16:00:00Z,CHN,Chun'An,Marathon Swim World Series,OW
364,FINA 10km Marathon Swimming World Cup 2014,2014,8,2014-08-09T05:00:00Z,2014-08-09T05:00:00Z,CAN,Lac Mégantic,Marathon Swim World Series,OW
368,FINA 10km Marathon Swimming World Cup 2014,2014,8,2014-08-01T05:00:00Z,2014-08-01T05:00:00Z,CAN,Lac Magog,Marathon Swim World Series,OW
371,FINA 10km Marathon Swimming World Cup 2014,2014,7,2014-07-26T05:00:00Z,2014-07-26T05:00:00Z,CAN,Lac St-Jean,Marathon Swim World Series,OW
374,FINA 10km Marathon Swimming World Cup 2014,2014,6,2014-06-28T00:00:00Z,2014-06-28T00:00:00Z,POR,Setubal,Marathon Swim World Series,OW
385,FINA 10km Marathon Swimming World Cup 2014,2014,4,2014-04-05T05:00:00Z,2014-04-05T05:00:00Z,MEX,Cancun,Marathon Swim World Series,OW
393,FINA 10km Marathon Swimming World Cup 2014,2014,2,2014-02-01T03:00:00Z,2014-02-01T03:00:00Z,ARG,Viedma,Marathon Swim World Series,OW
403,FINA 10km Marathon Swimming World Cup 2013,2013,10,2013-10-04T16:00:00Z,2013-10-04T16:00:00Z,HKG,Hong Kong,Marathon Swim World Series,OW
404,FINA 10km Marathon Swimming World Cup 2013,2013,9,2013-09-28T16:00:00Z,2013-09-28T16:00:00Z,CHN,Shantou,Marathon Swim World Series,OW
411,FINA 10km Marathon Swimming World Cup 2013,2013,8,2013-08-10T05:00:00Z,2013-08-10T05:00:00Z,CAN,Lac  Mégantic,Marathon Swim World Series,OW
415,FINA 10km Marathon Swimming World Cup 2013,2013,7,2013-07-25T05:00:00Z,2013-07-25T05:00:00Z,CAN,Lac St-Jean ,Marathon Swim World Series,OW
434,FINA 10km Marathon Swimming World Cup 2013,2013,4,2013-04-13T05:00:00Z,2013-04-13T05:00:00Z,MEX,Cozumel,Marathon Swim World Series,OW
437,FINA 10km Marathon Swimming World Cup 2013,2013,2,2013-02-28T23:00:00Z,2013-02-28T23:00:00Z,ISR,Eilat,Marathon Swim World Series,OW
441,FINA 10km Marathon Swimming World Cup 2013,2013,2,2013-02-04T03:00:00Z,2013-02-04T03:00:00Z,ARG,Viedma,Marathon Swim World Series,OW
443,FINA 10km Marathon Swimming World Cup 2013,2013,1,2013-01-27T03:00:00Z,2013-01-27T03:00:00Z,BRA,Santos,Marathon Swim World Series,OW
457,FINA 10km Marathon Swimming World Cup 2012 ,2012,10,2012-10-12T16:00:00Z,2012-10-12T16:00:00Z,CHN,Shantou ,Marathon Swim World Series,OW
458,FINA 10km Marathon Swimming World Cup 2012 ,2012,10,2012-10-06T16:00:00Z,2012-10-06T16:00:00Z,HKG,Hong Kong ,Marathon Swim World Series,OW
463,FINA 10km Marathon Swimming World Cup 2012,2012,8,2012-08-11T05:00:00Z,2012-08-11T05:00:00Z,CAN,Lac Mégantic,Marathon Swim World Series,OW
469,FINA 10km Marathon Swimming World Cup 2012,2012,7,2012-07-26T05:00:00Z,2012-07-26T05:00:00Z,CAN,Lac St-Jean,Marathon Swim World Series,OW
483,FINA 10km Marathon Swimming World Cup 2012,2012,4,2012-04-24T05:00:00Z,2012-04-24T05:00:00Z,MEX,Cancun,Marathon Swim World Series,OW
487,FINA 10km Marathon Swimming World Cup 2012 ,2012,3,2012-03-31T22:00:00Z,2012-03-31T22:00:00Z,ISR,Eilat,Marathon Swim World Series,OW
493,FINA 10km Marathon Swimming World Cup 2012,2012,2,2012-02-04T03:00:00Z,2012-02-04T03:00:00Z,ARG,Viedma,Marathon Swim World Series,OW
494,FINA 10km Marathon Swimming World Cup 2012,2012,1,2012-01-29T03:00:00Z,2012-01-29T03:00:00Z,BRA,Santos,Marathon Swim World Series,OW
506,FINA 10km Marathon Swimming World Cup 2011,2011,10,2011-10-01T16:00:00Z,2011-10-01T16:00:00Z,HKG,Hong Kong,Marathon Swim World Series,OW
507,FINA 10km Marathon Swimming World Cup 2011,2011,9,2011-09-24T16:00:00Z,2011-09-24T16:00:00Z,CHN,Shantou,Marathon Swim World Series,OW
512,FINA 10km Marathon Swimming World Cup 2011,2011,8,2011-08-13T05:00:00Z,2011-08-13T05:00:00Z,CAN,Lac Mégantic,Marathon Swim World Series,OW
516,FINA 10km Marathon Swimming World Cup 2011,2011,7,2011-07-24T05:00:00Z,2011-07-24T05:00:00Z,CAN,Lac St-Jean,Marathon Swim World Series,OW
520,FINA 10km Marathon Swimming World Cup 2011,2011,6,2011-06-18T00:00:00Z,2011-06-18T00:00:00Z,POR,Setubal,Marathon Swim World Series,OW
530,FINA 10km Marathon Swimming World Cup 2011,2011,4,2011-04-30T05:00:00Z,2011-04-30T05:00:00Z,MEX,Cancun,Marathon Swim World Series,OW
534,FINA 10km Marathon Swimming World Cup 2011,2011,4,2011-04-17T03:00:00Z,2011-04-17T03:00:00Z,BRA,Santos,Marathon Swim World Series,OW
551,FINA 10km Marathon Swimming World Cup 2010,2010,10,2010-10-22T20:00:00Z,2010-10-22T20:00:00Z,UAE,Fujairah,Marathon Swim World Series,OW
555,FINA 10km Marathon Swimming World Cup 2010,2010,10,2010-10-09T05:00:00Z,2010-10-09T05:00:00Z,MEX,Cancun,Marathon Swim World Series,OW
556,FINA 10km Marathon Swimming World Cup 2010,2010,10,2010-10-02T16:00:00Z,2010-10-02T16:00:00Z,HKG,Hong Kong,Marathon Swim World Series,OW
557,FINA 10km Marathon Swimming World Cup 2010,2010,9,2010-09-24T16:00:00Z,2010-09-24T16:00:00Z,CHN,Shantou,Marathon Swim World Series,OW
567,FINA 10km Marathon Swimming World Cup 2010,2010,7,2010-07-25T05:00:00Z,2010-07-25T05:00:00Z,CAN,Lac St-Jean,Marathon Swim World Series,OW
573,FINA 10km Marathon Swimming World Cup 2010,2010,6,2010-06-26T00:00:00Z,2010-06-26T00:00:00Z,POR,Setubal,Marathon Swim World Series,OW
591,FINA 10km Marathon Swimming World Cup 2010,2010,2,2010-02-06T03:00:00Z,2010-02-06T03:00:00Z,ARG,Viedma,Marathon Swim World Series,OW
592,FINA 10km Marathon Swimming World Cup 2010,2010,1,2010-01-31T03:00:00Z,2010-01-31T03:00:00Z,BRA,Santos,Marathon Swim World Series,OW
602,FINA 10km Marathon Swimming World Cup 2009,2009,10,2009-10-20T20:00:00Z,2009-10-20T20:00:00Z,UAE,Sharjah,Marathon Swim World Series,OW
603,FINA 10km Marathon Swimming World Cup 2009,2009,10,2009-10-16T20:00:00Z,2009-10-16T20:00:00Z,UAE,Dubai,Marathon Swim World Series,OW
605,FINA 10km Marathon Swimming World Cup 2009,2009,10,2009-10-03T16:00:00Z,2009-10-03T16:00:00Z,HKG,Repulse Bay,Marathon Swim World Series,OW
606,FINA 10km Marathon Swimming World Cup 2009,2009,9,2009-09-25T16:00:00Z,2009-09-25T16:00:00Z,CHN,Shantou,Marathon Swim World Series,OW
607,FINA 10km Marathon Swimming World Cup 2009,2009,9,2009-09-19T16:00:00Z,2009-09-19T16:00:00Z,CHN,Qiandaohu,Marathon Swim World Series,OW
608,FINA 10km Marathon Swimming World Cup 2009,2009,9,2009-09-07T05:00:00Z,2009-09-07T05:00:00Z,USA,New York,Marathon Swim World Series,OW
609,FINA 10km Marathon Swimming World Cup 2009,2009,8,2009-08-28T23:00:00Z,2009-08-28T23:00:00Z,DEN,Copenhagen,Marathon Swim World Series,OW
611,FINA 10km Marathon Swimming World Cup 2009,2009,8,2009-08-11T23:00:00Z,2009-08-11T23:00:00Z,FRA,Annecy,Marathon Swim World Series,OW
613,FINA 10km Marathon Swimming World Cup 2009,2009,8,2009-08-07T23:00:00Z,2009-08-07T23:00:00Z,BUL,Varna,Marathon Swim World Series,OW
616,FINA 10km Marathon Swimming World Cup 2009,2009,7,2009-07-23T05:00:00Z,2009-07-23T05:00:00Z,CAN,Lac St-Jean,Marathon Swim World Series,OW
619,FINA 10km Marathon Swimming World Cup 2009,2009,6,2009-06-27T00:00:00Z,2009-06-27T00:00:00Z,POR,Setubal,Marathon Swim World Series,OW
642,FINA 10km Marathon Swimming World Cup 2009,2009,1,2009-01-24T03:00:00Z,2009-01-24T03:00:00Z,BRA,Santos,Marathon Swim World Series,OW
652,FINA 10km Marathon Swimming World Cup 2008,2008,10,2008-10-11T05:00:00Z,2008-10-11T05:00:00Z,MEX,Cancun,Marathon Swim World Series,OW
654,FINA 10km Marathon Swimming World Cup 2008,2008,10,2008-10-03T16:00:00Z,2008-10-03T16:00:00Z,SGP,Singapore,Marathon Swim World Series,OW
655,FINA 10km Marathon Swimming World Cup 2008,2008,9,2008-09-27T16:00:00Z,2008-09-27T16:00:00Z,HKG,Hong Kong,Marathon Swim World Series,OW
656,FINA 10km Marathon Swimming World Cup 2008,2008,9,2008-09-20T16:00:00Z,2008-09-20T16:00:00Z,CHN,Shantou,Marathon Swim World Series,OW
660,FINA 10km Marathon Swimming World Cup 2008,2008,7,2008-07-24T05:00:00Z,2008-07-24T05:00:00Z,CAN,Lac St-Jean,Marathon Swim World Series,OW
665,FINA 10km Marathon Swimming World Cup 2008,2008,6,2008-06-28T00:00:00Z,2008-06-28T00:00:00Z,POR,Setubal,Marathon Swim World Series,OW
683,FINA 10km Marathon Swimming World Cup 2008,2008,3,2008-03-14T20:00:00Z,2008-03-14T20:00:00Z,UAE,Dubai,Marathon Swim World Series,OW
696,FINA 10km Marathon Swimming World Cup 2007,2007,10,2007-10-20T05:00:00Z,2007-10-20T05:00:00Z,MEX,Cancun,Marathon Swim World Series,OW
700,FINA 10km Marathon Swimming World Cup 2007,2007,10,2007-10-06T16:00:00Z,2007-10-06T16:00:00Z,SGP,Singapore,Marathon Swim World Series,OW
701,FINA 10km Marathon Swimming World Cup 2007,2007,9,2007-09-29T16:00:00Z,2007-09-29T16:00:00Z,HKG,Hong Kong,Marathon Swim World Series,OW
702,FINA 10km Marathon Swimming World Cup 2007,2007,9,2007-09-22T16:00:00Z,2007-09-22T16:00:00Z,CHN,Shantou,Marathon Swim World Series,OW
706,FINA 10km Marathon Swimming World Cup 2007,2007,8,2007-08-24T23:00:00Z,2007-08-24T23:00:00Z,AUT,Vienna,Marathon Swim World Series,OW
711,FINA 10km Marathon Swimming World Cup 2007,2007,7,2007-07-26T05:00:00Z,2007-07-26T05:00:00Z,CAN,Lac St-Jean,Marathon Swim World Series,OW
720,FINA 10km Marathon Swimming World Cup 2007,2007,6,2007-06-17T00:00:00Z,2007-06-17T00:00:00Z,GBR,London,Marathon Swim World Series,OW
723,FINA 10km Marathon Swimming World Cup 2007,2007,6,2007-06-08T23:00:00Z,2007-06-08T23:00:00Z,ESP,Sevilla,Marathon Swim World Series,OW
728,FINA 10km Marathon Swimming World Cup 2007,2007,5,2007-05-26T00:00:00Z,2007-05-26T00:00:00Z,POR,Setubal,Marathon Swim World Series,OW
733,FINA 10km Marathon Swimming World Cup 2007,2007,4,2007-04-06T20:00:00Z,2007-04-06T20:00:00Z,UAE,Ajman,Marathon Swim World Series,OW
736,FINA 10km Marathon Swimming World Cup 2007,2007,1,2007-01-26T03:00:00Z,2007-01-26T03:00:00Z,BRA,Santos,Marathon Swim World Series,OW
1172,FINA/CNSG Marathon Swim World Series 2021,2021,8,2021-08-27T23:00:00Z,2021-08-27T23:00:00Z,MKD,Ohrid,Marathon Swim World Series,OW
1174,CANCELLED - FINA/CNSG Marathon Swim World Series 2021,2021,8,2021-08-07T04:00:00Z,2021-08-07T04:00:00Z,CAN,Lac Mégantic,Marathon Swim World Series,OW
1176,CANCELLED - FINA/CNSG Marathon Swim World Series 2021,2021,7,2021-07-25T05:00:00Z,2021-07-25T05:00:00Z,CAN,Lac St-Jean,Marathon Swim World Series,OW
1177,CANCELLED - FINA/CNSG Marathon Swim World Series 2021,2021,6,2021-06-19T00:00:00Z,2021-06-19T00:00:00Z,POR,Setubal,Marathon Swim World Series,OW
1178,CANCELLED - FINA/CNSG Marathon Swim World Series 2021,2021,6,2021-06-11T23:00:00Z,2021-06-11T23:00:00Z,HUN,Budapest,Marathon Swim World Series,OW
1181,CANCELLED - FINA/CNSG Marathon Swim World Series 2021,2021,5,2021-05-08T20:00:00Z,2021-05-08T20:00:00Z,SEY,Victoria,Marathon Swim World Series,OW
1183,FINA/CNSG Marathon Swim World Series 2021,2021,3,2021-03-12T21:00:00Z,2021-03-12T21:00:00Z,QAT,Doha,Marathon Swim World Series,OW
2633,FINA/CNSG Marathon Swim World Series 2021,2021,12,2021-12-11T23:00:00Z,2021-12-11T23:00:00Z,ISR,Eilat,Marathon Swim World Series,OW
2743,FINA/CNSG Marathon Swim World Series 2021 - Grand Finale,2021,12,2021-12-14T20:00:00Z,2021-12-15T20:00:00Z,UAE,Abu Dhabi,Marathon Swim World Series,OW
2916,FINA Marathon Swim World Series 2022,2022,5,2022-05-28T00:00:00Z,2022-05-29T00:00:00Z,POR,Setubal,Marathon Swim World Series,OW
2917,FINA Marathon Swim World Series 2022,2022,7,2022-07-08T23:00:00Z,2022-07-09T23:00:00Z,FRA,Paris,Marathon Swim World Series,OW
2918,FINA Marathon Swim World Series 2022,2022,8,2022-08-25T05:00:00Z,2022-08-27T05:00:00Z,CAN,Lac Mégantic,Marathon Swim World Series,OW
2919,FINA Marathon Swim World Series 2022,2022,11,2022-11-10T22:00:00Z,2022-11-11T22:00:00Z,ISR,Eilat,Marathon Swim World Series,OW
2953,CANCELLED - FINA Marathon Swim World Series 2022,2022,10,2022-10-07T04:00:00Z,2022-10-09T04:00:00Z,PUR,Fajardo,Marathon Swim World Series,OW
3066,World Aquatics Open Water Swimming World Cup - Golfo Aranci 2023,2023,5,2023-05-19T23:00:00Z,2023-05-20T23:00:00Z,ITA,Golfo Aranci,Marathon Swim World Series,OW
3067,World Aquatics Open Water Swimming World Cup - Setubal 2023,2023,5,2023-05-27T00:00:00Z,2023-05-28T00:00:00Z,POR,Setubal,Marathon Swim World Series,OW
3068,World Aquatics Open Water Swimming World Cup - Paris 2023,2023,8,2023-08-04T23:00:00Z,2023-08-05T23:00:00Z,FRA,Paris,Marathon Swim World Series,OW
3069,World Aquatics Open Water Swimming World Cup - Nantou 2023,2023,10,2023-10-27T16:00:00Z,2023-10-28T16:00:00Z,TPE,Nantou,Marathon Swim World Series,OW
3070,World Aquatics Open Water Swimming World Cup - Hong Kong 2023,2023,11,2023-11-03T16:00:00Z,2023-11-04T16:00:00Z,HKG,Hong Kong,Marathon Swim World Series,OW
3071,World Aquatics Open Water Swimming World Cup - Eilat 2023,2023,11,2023-11-30T22:00:00Z,2023-12-01T22:00:00Z,ISR,Eilat,Marathon Swim World Series,OW
21,CANCELLED - FINA UltraMarathon Swim Series 2020,2020,11,2020-11-15T03:00:00Z,2020-11-15T03:00:00Z,ARG,Santa Fe,UltraMarathon Swim Series,OW
22,CANCELLED - FINA UltraMarathon Swim Series 2020,2020,11,2020-11-08T03:00:00Z,2020-11-08T03:00:00Z,ARG,Rosario,UltraMarathon Swim Series,OW
31,CANCELLED - FINA UltraMarathon Swim Series 2020,2020,9,2020-09-04T23:00:00Z,2020-09-04T23:00:00Z,ITA,Capri-Napoli,UltraMarathon Swim Series,OW
34,CANCELLED - FINA UltraMarathon Swim Series 2020,2020,8,2020-08-28T23:00:00Z,2020-08-28T23:00:00Z,CRO,Novi,UltraMarathon Swim Series,OW
36,CANCELLED - FINA UltraMarathon Swim Series 2020,2020,8,2020-08-21T23:00:00Z,2020-08-21T23:00:00Z,MKD,Ohrid,UltraMarathon Swim Series,OW
39,CANCELLED - FINA UltraMarathon Swim Series 2020,2020,7,2020-07-25T05:00:00Z,2020-07-25T05:00:00Z,CAN,Lac St. Jean,UltraMarathon Swim Series,OW
83,FINA UltraMarathon Swim Series 2019,2019,9,2019-09-06T23:00:00Z,2019-09-06T23:00:00Z,ITA,Capri-Napoli,UltraMarathon Swim Series,OW
84,FINA UltraMarathon Swim Series 2019,2019,8,2019-08-30T23:00:00Z,2019-08-30T23:00:00Z,CRO,Novi,UltraMarathon Swim Series,OW
87,FINA UltraMarathon Swim Series 2019,2019,8,2019-08-23T23:00:00Z,2019-08-23T23:00:00Z,MKD,Lake Ohrid,UltraMarathon Swim Series,OW
93,FINA UltraMarathon Swim Series 2019,2019,7,2019-07-27T05:00:00Z,2019-07-27T05:00:00Z,CAN,Lac St-Jean,UltraMarathon Swim Series,OW
130,FINA UltraMarathon Swim Series 2019,2019,2,2019-02-09T03:00:00Z,2019-02-09T03:00:00Z,ARG,Rosario,UltraMarathon Swim Series,OW
131,FINA UltraMarathon Swim Series 2019,2019,2,2019-02-03T03:00:00Z,2019-02-03T03:00:00Z,ARG,Santa Fe,UltraMarathon Swim Series,OW
153,FINA UltraMarathon Swim Series 2018,2018,8,2018-08-24T23:00:00Z,2018-08-24T23:00:00Z,MKD,Ohrid Lake,UltraMarathon Swim Series,OW
156,FINA UltraMarathon Swim Series 2018,2018,7,2018-07-28T05:00:00Z,2018-07-28T05:00:00Z,CAN,Lac St. Jean,UltraMarathon Swim Series,OW
187,FINA UltraMarathon Swim Series 2018,2018,2,2018-02-04T03:00:00Z,2018-02-04T03:00:00Z,ARG,Santa Fe,UltraMarathon Swim Series,OW
202,FINA Open Water Swimming Grand Prix 2017,2017,9,2017-09-02T23:00:00Z,2017-09-02T23:00:00Z,ITA,Capri-Napoli,UltraMarathon Swim Series,OW
205,FINA Open Water Swimming Grand Prix 2017,2017,8,2017-08-18T23:00:00Z,2017-08-18T23:00:00Z,MKD,Ohrid Lake,UltraMarathon Swim Series,OW
211,FINA Open Water Swimming Grand Prix 2017,2017,7,2017-07-29T05:00:00Z,2017-07-29T05:00:00Z,CAN,Lac St-Jean,UltraMarathon Swim Series,OW
236,FINA Open Water Swimming Grand Prix 2017,2017,2,2017-02-05T03:00:00Z,2017-02-05T03:00:00Z,ARG,Santa Fe,UltraMarathon Swim Series,OW
255,FINA Open Water Swimming Grand Prix 2016,2016,9,2016-09-03T23:00:00Z,2016-09-03T23:00:00Z,ITA,Capri-Napoli,UltraMarathon Swim Series,OW
260,FINA Open Water Swimming Grand Prix 2016,2016,8,2016-08-19T23:00:00Z,2016-08-19T23:00:00Z,MKD,Ohrid Lake,UltraMarathon Swim Series,OW
263,FINA Open Water Swimming Grand Prix 2016,2016,7,2016-07-30T05:00:00Z,2016-07-30T05:00:00Z,CAN,Lac St-Jean,UltraMarathon Swim Series,OW
303,FINA Open Water Swimming Grand Prix 2015,2015,9,2015-09-05T23:00:00Z,2015-09-05T23:00:00Z,ITA,Capri-Napoli,UltraMarathon Swim Series,OW
305,FINA Open Water Swimming Grand Prix 2015,2015,8,2015-08-28T23:00:00Z,2015-08-28T23:00:00Z,MKD,Ohrid Lake,UltraMarathon Swim Series,OW
311,FINA Open Water Swimming Grand Prix 2015,2015,7,2015-07-25T05:00:00Z,2015-07-25T05:00:00Z,CAN,Lac St-Jean,UltraMarathon Swim Series,OW
327,FINA Open Water Swimming Grand Prix 2015,2015,4,2015-04-25T05:00:00Z,2015-04-25T05:00:00Z,MEX,Cozumel,UltraMarathon Swim Series,OW
338,FINA Open Water Swimming Grand Prix 2015,2015,2,2015-02-08T03:00:00Z,2015-02-08T03:00:00Z,ARG,Villa Urquiza-Parana,UltraMarathon Swim Series,OW
355,FINA Open Water Swimming Grand Prix 2014,2014,9,2014-09-06T23:00:00Z,2014-09-06T23:00:00Z,ITA,Capri-Napoli,UltraMarathon Swim Series,OW
360,FINA Open Water Swimming Grand Prix 2014,2014,8,2014-08-22T23:00:00Z,2014-08-22T23:00:00Z,MKD,Ohrid Lake,UltraMarathon Swim Series,OW
366,FINA Open Water Swimming Grand Prix 2014,2014,8,2014-08-02T05:00:00Z,2014-08-02T05:00:00Z,CAN,Lac Magog,UltraMarathon Swim Series,OW
372,FINA Open Water Swimming Grand Prix 2014 ,2014,7,2014-07-26T05:00:00Z,2014-07-26T05:00:00Z,CAN,Lac St-Jean,UltraMarathon Swim Series,OW
386,FINA Open Water Swimming Grand Prix 2014,2014,3,2014-03-29T06:00:00Z,2014-03-29T06:00:00Z,MEX,Cancun,UltraMarathon Swim Series,OW
391,FINA Open Water Swimming Grand Prix 2014,2014,2,2014-02-09T03:00:00Z,2014-02-09T03:00:00Z,ARG,Hernandarias-Parana,UltraMarathon Swim Series,OW
392,FINA Open Water Swimming Grand Prix 2014,2014,2,2014-02-02T03:00:00Z,2014-02-02T03:00:00Z,ARG,Santa Fe,UltraMarathon Swim Series,OW
405,FINA Open Water Swimming Grand Prix 2013,2013,8,2013-08-31T23:00:00Z,2013-08-31T23:00:00Z,ITA,Capri-Napoli,UltraMarathon Swim Series,OW
407,FINA Open Water Swimming Grand Prix 2013,2013,8,2013-08-23T23:00:00Z,2013-08-23T23:00:00Z,MKD,Ohrid Lake,UltraMarathon Swim Series,OW
413,FINA Open Water Swimming Grand Prix 2013,2013,8,2013-08-03T05:00:00Z,2013-08-03T05:00:00Z,CAN,Lac Magog,UltraMarathon Swim Series,OW
414,FINA Open Water Swimming Grand Prix 2013,2013,7,2013-07-27T05:00:00Z,2013-07-27T05:00:00Z,CAN,Lac St-Jean,UltraMarathon Swim Series,OW
432,FINA Open Water Swimming Grand Prix 2013,2013,4,2013-04-20T05:00:00Z,2013-04-20T05:00:00Z,MEX,Cozumel,UltraMarathon Swim Series,OW
440,FINA Open Water Swimming Grand Prix 2013,2013,2,2013-02-10T03:00:00Z,2013-02-10T03:00:00Z,ARG,Parana,UltraMarathon Swim Series,OW
442,FINA Open Water Swimming Grand Prix 2013,2013,2,2013-02-03T03:00:00Z,2013-02-03T03:00:00Z,ARG,Santa Fe,UltraMarathon Swim Series,OW
444,FINA Open Water Swimming Grand Prix 2013,2013,1,2013-01-27T03:00:00Z,2013-01-27T03:00:00Z,ARG,Rosario,UltraMarathon Swim Series,OW
464,FINA Open Water Swimming Grand Prix 2012,2012,8,2012-08-10T23:00:00Z,2012-08-10T23:00:00Z,MKD,Ohrid Lake,UltraMarathon Swim Series,OW
465,FINA Open Water Swimming Grand Prix 2012,2012,8,2012-08-04T23:00:00Z,2012-08-04T23:00:00Z,SRB,Sabac,UltraMarathon Swim Series,OW
466,FINA Open Water Swimming Grand Prix 2012,2012,8,2012-08-04T05:00:00Z,2012-08-04T05:00:00Z,CAN,Lac Magog,UltraMarathon Swim Series,OW
467,FINA Open Water Swimming Grand Prix 2012,2012,7,2012-07-28T05:00:00Z,2012-07-28T05:00:00Z,CAN,Lac St-Jean,UltraMarathon Swim Series,OW
471,FINA Open Water Swimming Grand Prix 2012,2012,6,2012-06-16T23:00:00Z,2012-06-16T23:00:00Z,ITA,Capri-Napoli,UltraMarathon Swim Series,OW
482,FINA Open Water Swimming Grand Prix 2012,2012,4,2012-04-26T05:00:00Z,2012-04-26T05:00:00Z,MEX,Cancun,UltraMarathon Swim Series,OW
495,FINA Open Water Swimming Grand Prix 2012,2012,1,2012-01-29T03:00:00Z,2012-01-29T03:00:00Z,ARG,Santa Fe ,UltraMarathon Swim Series,OW
496,FINA Open Water Swimming Grand Prix 2012,2012,1,2012-01-22T03:00:00Z,2012-01-22T03:00:00Z,ARG,Rosario ,UltraMarathon Swim Series,OW
511,FINA Open Water Swimming Grand Prix 2011,2011,8,2011-08-13T23:00:00Z,2011-08-13T23:00:00Z,MKD,Ohrid Lake,UltraMarathon Swim Series,OW
513,FINA Open Water Swimming Grand Prix 2011,2011,8,2011-08-06T23:00:00Z,2011-08-06T23:00:00Z,SRB,Sabac ,UltraMarathon Swim Series,OW
514,FINA Open Water Swimming Grand Prix 2011,2011,8,2011-08-06T05:00:00Z,2011-08-06T05:00:00Z,CAN,Lac Magog,UltraMarathon Swim Series,OW
515,FINA Open Water Swimming Grand Prix 2011,2011,7,2011-07-30T05:00:00Z,2011-07-30T05:00:00Z,CAN,Lac St-Jean,UltraMarathon Swim Series,OW
519,FINA Open Water Swimming Grand Prix 2011,2011,6,2011-06-18T23:00:00Z,2011-06-18T23:00:00Z,ITA,Capri-Napoli,UltraMarathon Swim Series,OW
540,FINA Open Water Swimming Grand Prix 2011,2011,2,2011-02-13T03:00:00Z,2011-02-13T03:00:00Z,ARG,Hernandarias-Parana,UltraMarathon Swim Series,OW
541,FINA Open Water Swimming Grand Prix 2011,2011,2,2011-02-05T03:00:00Z,2011-02-05T03:00:00Z,ARG,Viedma,UltraMarathon Swim Series,OW
542,FINA Open Water Swimming Grand Prix 2011,2011,1,2011-01-30T03:00:00Z,2011-01-30T03:00:00Z,ARG,Santa Fe,UltraMarathon Swim Series,OW
543,FINA Open Water Swimming Grand Prix 2011,2011,1,2011-01-23T03:00:00Z,2011-01-23T03:00:00Z,ARG,Rosario,UltraMarathon Swim Series,OW
